ParcelID,ParcelType,Map,Lot,GIS_Area,siteaddres,yearbuilt,decadebuilt
0291 1 75    0001,Parcel,C1,75,0.863820174,75 BEACON HILL DRIVE,0,na
3836 1 1081  0001,Parcel,E2,1081,0.401706328,1081 NORTH MAIN STREET,0,na
5605 2 10    0001,Parcel,C4,2795,0.147121402,10 TOLL HOUSE LANE,0,na
4491 2 196   0001,Parcel,F10,196,0.185392359,196 RAYMOND ROAD,0,na
3931 2 26    0001,Parcel,G4,26,0.452285523,26 NORWOOD ROAD,0,na
2681 2 102   0001,Parcel,C5,102,0.991517358,102 HIGH RIDGE ROAD,0,na
5241 2 162   0001,Parcel,H6,162,0.656586763,162 STEELE ROAD,0,na
2151 2 136   0001,Parcel,E5,136,0.928128447,136 FOX CHASE LANE,0,na
5641 2 1286  0001,Parcel,F6,1286,0.087083495,1286 TROUT BROOK DRIVE,0,na
0031 2 3110  0001,Parcel,A2,3110,20.62328694,3110 ALBANY AVENUE,0,na
0031 2 3120  0001,Parcel,A2,3120,1.201183572,3120 ALBANY AVENUE,0,na
3761 2 16    0001,Parcel,G10,16,0.118133398,16 NESBIT AVENUE,0,na
3331 2 38    0001,Parcel,D3,38,0.273154044,38 LOSTBROOK ROAD,0,na
0247 1 107   0001,Parcel,C5,107,1.677894392,107 BALFOUR DRIVE,0,na
6021 1 7     0001,Parcel,C3,7,2.408865897,7 WESTCLIFF DRIVE,0,na
6021 1 5     0001,Parcel,C3,5,0.104304551,5 WESTCLIFF DRIVE,0,na
2471 2 44    0001,Parcel,F4,44,0.229140214,44 GRENHART STREET,0,na
2471 2 46    0001,Parcel,F4,46,0.221948193,46 GRENHART STREET,0,na
2471 2 48    0001,Parcel,F4,48,0.221991306,48 GRENHART STREET,0,na
2471 2 50    0001,Parcel,F4,50,0.221427766,50 GRENHART STREET,0,na
3671 1 19    0001,Parcel,F4,19,0.164742845,19 MOHEGAN DRIVE,0,na
0247 1 99    0001,Parcel,C5,99,1.576321443,99 BALFOUR DRIVE,0,na
0247 1 137   0001,Parcel,C5,137,2.217486276,137 BALFOUR DRIVE,0,na
3701 1 671   0001,Parcel,D4,671,0.452707731,671 MOUNTAIN ROAD,0,na
3441 1 23    0001,Parcel,F4,23,0.717481887,23 MANSFIELD AVENUE,0,na
3696 2 42    0001,Parcel,C4,42,1.259932907,42 MOUNTAIN BROOK ROAD,0,na
0031 2 2360  0001,Parcel,F4,2360,0.483667601,2360 ALBANY AVENUE,0,na
0031 1 2689  0001,Parcel,D4,2689,20.50514647,2689 ALBANY AVENUE,0,na
0031 2 2358  0001,Parcel,F4,2358,0.413729134,2358 ALBANY AVENUE,0,na
5011 2 4     0011,Parcel,G4,2215,0.343375546,4 SIOUX LANE,0,na
3701 1 895   0001,Parcel,C1,895,0.849836049,895 MOUNTAIN ROAD,0,na
0031 1 2865R 0001,Parcel,C4,2865R,16.94311308,2865 ALBANY AVENUE,0,na
3698 2 34    0001,Parcel,D5,34,0.553139942,34 MOUNTAIN FARMS ROAD,0,na
3141 2 30    0001,Parcel,G5,30,0.173193241,30 LAWLER ROAD,0,na
5241 2 164   0301,Parcel,H6,164,5.2001268,164 STEELE ROAD,0,na
0181 1 1755  0001,Parcel,F6,1755,0.435766536,1755 ASYLUM AVENUE,0,na
0181 1 1753  0001,Parcel,F6,1753,0.1860453,1753 ASYLUM AVENUE,0,na
5993 2 15    0001,Parcel,H8,15,0.274460694,15 WEST HILL DRIVE,0,na
3687 1 11    0001,Parcel,C6,11,1.106068198,11 MORNINGCREST DRIVE,0,na
4211 2 212   0101,Parcel,G6,212,0.058046258,212 PENN DRIVE,0,na
5645 2 51    0001,Parcel,F6,51,0.754642162,51 TROUT BROOK DRIVE,0,na
5641 2 1272  0001,Parcel,F6,1272,0.195613643,1272 TROUT BROOK DRIVE,0,na
5771 1 15    0001,Parcel,G10,15,0.168858952,15 VERA STREET,0,na
1891 1 673   0001,Parcel,H8,673,0.226831322,673 FARMINGTON AVENUE,0,na
3836 1 95    0001,Parcel,F8,95,0.28585712,95 NORTH MAIN STREET,0,na
1891 2 1050  0001,Parcel,E9,1050,0.333685978,,0,na
1891 2 1050  0001,Parcel,E9,1050,0.333685978,,0,na
1891 2 1050  0001,Parcel,E9,1050,0.333685978,,0,na
1891 2 1050  0001,Parcel,E9,1050,0.333685978,,0,na
2191 2 32    0001,Parcel,G8,32,1.757037125,32 FREDERICK ROAD,0,na
4131 1 453   0001,Parcel,G10,453,0.091831948,453 PARK ROAD,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G001,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G002,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G003,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G004,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G006,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G008,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G009,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G010,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G011,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G012,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G005,0,na
96700,Condo Main,F8,,0.842108281,29 ROBIN ROAD #G007,0,na
4301 1 39    0001,Parcel,E9,39,0.26081175,39 PLEASANT STREET,0,na
1981 1 429A  0001,Parcel,F7,429A,0.089889783,429 FERN STREET,0,na
91400,Condo Main,H7,,1.257386373,45 HIGHLAND STREET,0,na
96700,Condo Main,F8,,0.842108281,,0,na
96700,Condo Main,F8,,0.842108281,,0,na
96700,Condo Main,F8,,0.842108281,,0,na
96700,Condo Main,F8,,0.842108281,,0,na
3836 1 73    0001,Parcel,F8,73,0.297450211,73 NORTH MAIN STREET,0,na
5311 1 83    0001,Parcel,C8,83,0.55966958,83 STONER DRIVE,0,na
1891 2 928A  0001,Parcel,F9,928A,0.425556265,928 FARMINGTON AVENUE,0,na
3836 2 34    0001,Parcel,F8,34,0.635385226,34 NORTH MAIN STREET,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #101,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #201,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #305,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #205,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #203,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #301,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #102,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #103,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #202,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #204,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #302,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #303,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,2 BISHOP ROAD #304,0,na
4491 2 18    0001,Parcel,F9,18,0.213047476,18 RAYMOND ROAD,0,na
1891 2 1058  0001,Parcel,E9,1058,0.350168325,,0,na
1891 2 1058  0001,Parcel,E9,1058,0.350168325,,0,na
1891 2 1058  0001,Parcel,E9,1058,0.350168325,,0,na
1891 2 1058  0001,Parcel,E9,1058,0.350168325,,0,na
0441 2 6     0001,Parcel,G8,6,0.571522348,,0,na
91300,Condo Main,H8,730,0.757155031,,0,na
2481 1 3     0001,Parcel,E9,3,0.28455348,,0,na
2481 1 3     0001,Parcel,E9,3,0.28455348,,0,na
2481 1 3     0001,Parcel,E9,3,0.28455348,,0,na
2481 1 3     0001,Parcel,E9,3,0.28455348,,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG01,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG02,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG03,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG04,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG05,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG06,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG07,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG08,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG09,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG10,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG11,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG12,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG13,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG14,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG15,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG16,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #AG17,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG01,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG02,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG03,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG04,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG05,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG06,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG07,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG08,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG09,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG10,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG11,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG12,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG13,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG14,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG15,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG16,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG17,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG18,0,na
95200,Condo Main,H11,,11.31592701,112 KANE STREET #BG19,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG01,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG02,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG03,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG04,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG05,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG06,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG07,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG08,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG09,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG10,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG11,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG12,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG13,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG14,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG15,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG16,0,na
95200,Condo Main,H11,,11.31592701,116 KANE STREET #CG17,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG01,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG02,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG03,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG04,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG05,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG06,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG08,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG09,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG10,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG11,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG12,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG13,0,na
95200,Condo Main,H11,,11.31592701,118 KANE STREET #DG07,0,na
5081 1 51    0001,Parcel,C8,51,1.186011186,51 SOBY DRIVE,0,na
1891 2 932R  0001,Parcel,F9,932R,0.0947607,932 FARMINGTON AVENUE,0,na
95200,Condo Main,H11,,11.31592701,,0,na
95200,Condo Main,H11,,11.31592701,,0,na
95200,Condo Main,H11,,11.31592701,,0,na
95200,Condo Main,H11,,11.31592701,,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G001,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G002,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G004,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G005,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G006,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G008,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G009,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G011,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G022,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G024,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G025,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G026,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G027,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G029,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G031,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G032,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G033,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G034,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G036,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G037,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G003,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G007,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G021,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G023,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G028,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G035,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G038,0,na
92200,Condo Main,F8,,1.339016627,5 ROBIN ROAD #G039,0,na
91700,Condo Main,E9,1092,0.531188328,CENTRE COMMONS,0,na
1891 2 1040  0001,Parcel,E9,1040,0.726692324,1040 FARMINGTON AVENUE #5,0,na
1891 2 1040  0001,Parcel,E9,1040,0.726692324,2 GRENNAN ROAD #3,0,na
1891 2 1040  0001,Parcel,E9,1040,0.726692324,4 GRENNAN ROAD #4,0,na
1891 2 1040  0001,Parcel,E9,1040,0.726692324,1046  FARMINGTON AVENUE  #2,0,na
1891 2 1040  0001,Parcel,E9,1040,0.726692324,1042 FARMINGTON AVENUE #6,0,na
1891 2 1040  0001,Parcel,E9,1040,0.726692324,1044  FARMINGTON AVENUE  #1,0,na
2351 1 17    0001,Parcel,D9,17,0.799269458,17 GLENWOOD ROAD,0,na
2126 1 35    0001,Parcel,G9,35,0.231934659,35 FOREST ROAD,0,na
4131 1 227   0001,Parcel,G10,227,0.473761508,20 MITCHELL PLACE,0,na
4831 1 15    0101,Parcel,F11,15,0.274589735,15 SEDGWICK ROAD,0,na
1891 2 1040  0001,Parcel,E9,1040,0.726692324,,0,na
0131 2 4     0001,Parcel,E9,4,0.263936216,,0,na
0131 2 4     0001,Parcel,E9,4,0.263936216,,0,na
0131 2 4     0001,Parcel,E9,4,0.263936216,,0,na
0131 2 4     0001,Parcel,E9,4,0.263936216,,0,na
3776 2 642   0001,Parcel,G14,642,0.299555701,642 NEW PARK AVENUE,0,na
4131 2 146   0001,Parcel,H9,146,0.126935513,146 PARK ROAD,0,na
4131 1 27    0201,Parcel,H10,27,0.52236054,27 PARK ROAD,0,na
3761 2 12    0001,Parcel,G10,12,0.119127878,12 NESBIT AVENUE,0,na
4771 2 4     0201,Parcel,H11,4,0.126520287,4 ST AUGUSTINE STREET,0,na
92800,Condo Main,F9,,3.201659072,887 FARMINGTON AVENUE,0,na
5881 2 18    0001,Parcel,E10,18,0.327475774,18 WARDWELL ROAD,0,na
3181 1 51    0101,Parcel,E10,51,0.049966327,51 LEMAY STREET,0,na
5095 1 353   0101,Parcel,F13,353,0.143895359,353 SOUTH MAIN STREET,0,na
4361 1 107   0401,Parcel,G11,107,0.413777406,107 PRICE BOULEVARD,0,na
5641 1 1153  1601,Parcel,F6,1153,0.221733208,1153 TROUT BROOK DRIVE,0,na
6201 1 189   0101,Parcel,E8,189,1.901726203,189 WHITMAN AVENUE,0,na
3421 2 30    0101,Parcel,G13,30,0.148687969,30 MANCHESTER CIRCLE,0,na
0741 2 124   0001,Parcel,C11,124,0.294037034,124 BROOKMOOR ROAD,0,na
0381 2 16    0001,Parcel,E14,16,0.271239286,16 BERKSHIRE ROAD,0,na
0381 2 10    0001,Parcel,E15,10,0.266127945,10 BERKSHIRE ROAD,0,na
3771 1 957   0001,Parcel,H15,957,0.464272505,957 NEW BRITAIN AVENUE,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #206,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #303,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #304,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #205,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #204,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #201,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #401,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #402,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #403,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #102,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #104,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #207,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #203,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #103,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #101,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #202,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #501,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #105,0,na
97700,Condo Main,H10,35,1.324842896,35 RINGGOLD STREET #301,0,na
1891 2 1258  0001,Parcel,D10,1258,0.8452186,1258 FARMINGTON AVENUE,0,na
4771 2 4     0101,Parcel,H11,4,0.154633067,4 ST AUGUSTINE STREET,0,na
4901 1 23    0001,Parcel,E14,23,0.361620863,23 SHADOW LANE,0,na
3121 2 64    0001,Parcel,F9,64,0.44719576,,0,na
5093 2 22    0001,Parcel,H8,22,0.174291251,22 SOUTH HIGHLAND STREET,0,na
5731 1 115   0001,Parcel,H14,115,0.203191844,115 VANDERBILT AVENUE,0,na
5461 1 15    0001,Parcel,H13,15,0.050342457,15 TALCOTT ROAD,0,na
3551 2 120   0001,Parcel,H15,120,0.24259036,120 MERILINE AVENUE,0,na
4361 1 19    0001,Parcel,G10,19,0.126053288,19 PRICE BOULEVARD,0,na
5371 1 1     0101,Parcel,H2,1,1.281440186,1 SUNNY REACH DRIVE,0,na
5371 1 71    0001,Parcel,H1,71,0.262842781,71 SUNNY REACH DRIVE,0,na
5731 1 95    0001,Parcel,H14,95,0.203197691,95 VANDERBILT AVENUE,0,na
5731 1 121   0001,Parcel,H14,121,0.203183906,121 VANDERBILT AVENUE,0,na
905360.99,Condo Main,G10,240,0.981608348,,0,na
3801 1 173   0001,Parcel,G15,173,0.137044541,173 NEWINGTON ROAD,0,na
4441 2 10    0001,Parcel,G15,10,0.402678859,10 RAILROAD PLACE,0,na
3771 2 1012  0101,Parcel,H15,1012,0.079916128,1012 NEW BRITAIN AVENUE,0,na
3776 2 616   0001,Parcel,H14,616,2.079150097,616 NEW PARK AVENUE,0,na
6191 1 139   0001,Parcel,G9,139,0.163911852,139 WHITING LANE,0,na
3051 1 225   0001,Parcel,E2,225,4.521577366,225 KING PHILIP DRIVE,0,na
3771 2 1130  0001,Parcel,G14,1130,0.565805806,1130 NEW BRITAIN AVENUE,0,na
0551 1 31    0001,Parcel,F9,31,0.245633193,31 BRACE ROAD,0,na
4131 1 27    0001,Parcel,H10,27,20.1311112,27 PARK ROAD,0,na
4131 1 275   0001,Parcel,G10,275,0.323193907,275 PARK ROAD,0,na
1811 2 12    0001,Parcel,G10,12,0.114826284,12 FAIRFAX AVENUE,0,na
0731 2 44R   0001,Parcel,F7,44R,0.255332421,44 BROOKLINE DRIVE,0,na
3776 2 620R  0001,Parcel,H14,620R,0.231442816,,0,na
3776 2 470   0001,Parcel,H13,470,2.180128682,470 NEW PARK AVENUE,0,na
5731 1 101   0001,Parcel,H14,101,0.203186069,101 VANDERBILT AVENUE,0,na
0381 2 14    0001,Parcel,E15,14,0.268684198,14 BERKSHIRE ROAD,0,na
2701 1 9     0001,Parcel,H15,9,1.138999174,9 HILLCREST AVENUE,0,na
3461 1 111   0001,Parcel,H16,111,0.145248447,111 MARION AVENUE,0,na
1791 2 90    0001,Parcel,D11,90,0.04551482,90 EVERETT AVENUE,0,na
1791 2 100   0001,Parcel,D11,100,0.006068688,100 EVERETT AVENUE,0,na
1791 2 108   0001,Parcel,D11,108,0.000370948,108 EVERETT AVENUE,0,na
0031 1 2897  0001,Parcel,B3,2897,45.42813528,2897 ALBANY AVENUE,0,na
0031 2 3060  0001,Parcel,B3,3060,16.38516441,3060 ALBANY AVENUE,0,na
3776 2 634   0001,Parcel,G14,634,0.450308857,634 NEW PARK AVENUE,0,na
2401 1 27    0001,Parcel,G14,27,0.172182979,27 GRASSMERE AVENUE,0,na
2401 1 35    0001,Parcel,G14,35,0.172356573,35 GRASSMERE AVENUE,0,na
3751 2 96    0001,Parcel,H11,96,0.402541199,96 MOZART STREET,0,na
1011 1 31    0001,Parcel,G14,31,0.171944388,31 CHELTON AVENUE,0,na
3776 2 550   0001,Parcel,H13,550,0.228777793,,0,na
1791 2 48    0001,Parcel,D11,48,0.015132997,,0,na
?,,E14,,0.115025118,,0,na
?,,G15,,0.249986411,,0,na
3751 2 80    0001,Parcel,H11,80,0.112457383,,0,na
0701 2 34    0001,Parcel,H14,34,0.74166974,34 BRIXTON STREET,0,na
1521 1 165   0001,Parcel,H14,165,2.845116644,165 DEXTER AVENUE,0,na
3961 2 764   0001,Parcel,H14,764,0.420595955,764 OAKWOOD AVENUE,0,na
1521 1 187   0001,Parcel,H14,187,0.608220031,187 DEXTER AVENUE,0,na
3961 2 784   0001,Parcel,H14,784,0.103049939,784 OAKWOOD AVENUE,0,na
3776 1 603   0001,Parcel,H14,603,1.887271883,593 NEW PARK AVENUE,0,na
3771 2 1064  0001,Parcel,G14,1064,0.563374604,1064 NEW BRITAIN AVENUE,0,na
3776 1 635A  0001,Parcel,G14,635A,1.03841666,635 NEW PARK AVENUE,0,na
6291 1 19    0001,Parcel,G15,19,0.206715727,19 WOODLAWN STREET,0,na
1011 2 16    0001,Parcel,G13,16,0.172183865,16 CHELTON AVENUE,0,na
2401 2 30    0001,Parcel,G14,30,0.172887711,30 GRASSMERE AVENUE,0,na
4511 1 79    0001,Parcel,H14,79,0.397885879,79 REED AVENUE,0,na
3771 2 1062  0001,Parcel,G14,1062,0.207768366,1062 NEW BRITAIN AVENUE,0,na
3771 2 1060  0001,Parcel,G15,1060,0.197292959,1060 NEW BRITAIN AVENUE,0,na
3961 2 754   0001,Parcel,H14,754,0.344311133,754 OAKWOOD AVENUE,0,na
6371 2 2     0001,Parcel,G14,2,0.089075334,2 YALE STREET,0,na
?,,F13,,0.14440785,,0,na
3776 1 603   0001,Parcel,H14,603,1.887271883,,0,na
3776 1 603   0001,Parcel,H14,603,1.887271883,,0,na
3771 2 1178  0001,Condo Main,F14,1178,0.183693814,,0,na
3771 2 1178  0001,Condo Main,F14,1178,0.183693814,,0,na
3771 1 977   0001,Parcel,H15,977,0.87074761,977 NEW BRITAIN AVENUE,0,na
1011 1 27    0001,Parcel,G14,27,0.173197527,27 CHELTON AVENUE,0,na
0711 2 60    0001,Parcel,G16,60,13.77803663,60 BROOK STREET,0,na
3771 1 1345  0001,Parcel,E15,1345,3.455807679,1345 NEW BRITAIN AVENUE,0,na
6291 2 56    0001,Parcel,G15,56,0.750052988,56 WOODLAWN STREET,0,na
3801 1 163   0001,Parcel,G15,163,0.236583807,163 NEWINGTON ROAD,0,na
3941 1 3     0001,Parcel,F4,2291,0.435832059,3 NURSERY DRIVE,0,na
1401 2 310   0001,Parcel,G6,310,0.341570025,310 CUMBERLAND ROAD,0,na
5641 1 1153  1401,Parcel,F6,1153,2.003307481,1153 TROUT BROOK DRIVE,0,na
5641 1 1141  0001,Parcel,F8,1141,3.978402594,1141 TROUT BROOK DRIVE,0,na
1981 1 411   0001,Parcel,F7,411,0.163491354,411 FERN STREET,0,na
1891 1 759   0001,Parcel,G8,759,3.28696325,759 FARMINGTON AVENUE,0,na
6191 1 67    0001,Parcel,G9,67,1.804254099,67 WHITING LANE,0,na
6191 1 89    0001,Parcel,G9,89,3.533586091,89 WHITING LANE,0,na
0031 1 1941  0001,Parcel,H4,1941,0.044143037,1941 ALBANY AVENUE,0,na
6101 1 29    0001,Parcel,H11,29,0.108119971,29 WESTPHAL STREET,0,na
1971 1 21R   0001,Parcel,G14,21R,0.175837727,21 FENWOOD AVENUE,0,na
2051 1 51    0001,Parcel,E5,51,0.073662154,51 FLAGG ROAD,0,na
2151 1 53    0001,Parcel,E6,53,0.066703397,53 FOX CHASE LANE,0,na
2471 1 51    0001,Parcel,F4,51,0.866432313,51 GRENHART STREET,0,na
2861 1 145   0001,Parcel,H15,145,0.145256195,145 HURLBUT STREET,0,na
4501 2 58    0001,Parcel,E16,58,5.979755741,58 RED TOP DRIVE,0,na
3771 2 1054A 0001,Parcel,G15,1054A,0.138323247,1054 NEW BRITAIN AVENUE,0,na
5101 1 27    0001,Parcel,H15,27,0.878799308,27 SOUTH STREET,0,na
3911 2 16    0001,Parcel,C2,16,1.150740607,16 NORTHRIDGE DRIVE,0,na
4891 1 77    0001,Parcel,G11,77,0.414523841,77 SEYMOUR AVENUE,0,na
0951 1 71    0001,Parcel,H11,71,0.562373784,71 CAYA AVENUE,0,na
6101 2 72    0001,Parcel,H11,72,0.735813404,72 WESTPHAL STREET,0,na
4521 2 44    0101,Parcel,E16,44,0.045046905,44 REGENCY DRIVE,0,na
1961 1 24    0001,Parcel,H8,24,0.174233878,24 FENNWAY,0,na
